year,journal,baseline_if,filtered_rif,weighted_rif
2007,Journal of Psychosomatic Research,4.0,4.0,4.0
2007,Gut,6.0,4.0,4.0
2007,Glycobiology,9.0,9.0,9.0
2007,Kidney International,2.0,1.0,1.0
2007,Cell,5.6667,4.6667,4.5556
2007,Canadian Medical Association Journal,11.6667,10.0,10.0
2007,Medical Entomology and Zoology,12.0,12.0,11.1667
2007,Seminars in Immunology,3.0,3.0,3.0
2007,Clinical Nutrition,7.0,4.0,3.6667
2007,Cancer Epidemiology Biomarkers & Prevention,3.5,3.0,3.0
2007,Gastroenterology,6.0,5.5,5.5
2007,Cell Metabolism,3.5,3.0,3.0
2007,Innovative Food Science & Emerging Technologies,4.0,3.0,3.0
2007,American Journal of Sociology,6.0,4.0,4.0
2007,Applied Numerical Mathematics,1.0,0.0,0.0
2007,Molecular Nutrition & Food Research,2.0,1.5,1.375
2007,International Journal of Food Sciences and Nutrition,0.0,0.0,0.0
2007,Journal of Biological Chemistry,4.0,2.0,2.0
2007,Journal of Advanced Nursing,4.0,4.0,3.5
2007,The Journal of the American Dental Association,5.0,5.0,5.0
2007,Nutrition & Metabolism,3.0,3.0,3.0
2007,Neurology,11.0,10.0,10.0
2007,Essays in Biochemistry,6.0,6.0,6.0
2007,Journal of Developmental & Behavioral Pediatrics,4.0,3.0,3.0
2008,Diabetes,5.8462,4.9615,4.9615
2008,Diabetes Care,9.2544,7.5526,7.48
2008,The Journal of Clinical Endocrinology & Metabolism,7.8333,6.5,6.4167
2008,Journal of Nutrition,2.5,2.5,2.5
2008,American Journal of Preventive Medicine,11.0,9.0,9.0
2008,Diabetologia,6.6957,5.6087,5.587
2008,Nature,4.6667,4.0,4.0
2008,Diabetes Research and Clinical Practice,6.0,6.0,6.0
2008,Diabetic Medicine,7.4375,6.4375,6.3646
2008,The Journals of Gerontology Series A,13.0,12.0,12.0
2008,American Journal of Physiology-Endocrinology and Metabolism,2.0,1.0,1.0
2008,European Journal of Endocrinology,4.0,2.0,2.0
2008,Journal of Clinical Investigation,9.5714,7.2857,7.2857
2008,New England Journal of Medicine,4.8889,4.1111,4.1111
2008,Circulation,12.6667,10.8333,10.8333
2008,Clinical Obstetrics & Gynecology,8.0,4.0,4.0
2008,Molecular Psychiatry,6.0,4.0,4.0
2008,Stroke,10.0,8.0,8.0
2008,Journal of Ethnobiology and Ethnomedicine,0.0,0.0,0.0
2008,The Lancet,12.0833,10.25,10.2708
2008,The American Journal of Cardiology,20.0,17.0,17.0
2008,Nature Genetics,2.25,2.125,2.125
2008,Science,3.4,3.0,3.0
2008,Brain Research Reviews,17.0,14.0,14.0
2008,The American Journal of Medicine,8.3333,7.0,6.8889
2008,Journal of Ethnopharmacology,2.5,2.0,1.75
2008,Bioresource Technology,1.0,0.0,0.0
2008,Diabetes Obesity and Metabolism,12.25,10.25,10.125
2008,European Heart Journal,114.0,93.0,93.0
2008,Brazilian Journal of Medical and Biological Research,2.0,2.0,2.0
2008,Proceedings of the National Academy of Sciences,4.6,4.2,4.2
2008,BMC Health Services Research,4.5,3.0,2.75
2008,Annals of Internal Medicine,9.0,7.2857,7.1429
2008,Trends in Molecular Medicine,1.0,0.0,0.0
2008,Endocrine Reviews,26.0,21.6667,21.6667
2008,Journal of Behavioral Medicine,6.0,4.0,4.0
2008,Thorax,1.0,0.5,0.5
2008,JAMA,9.9,7.7,7.68
2008,Journal of Periodontology,17.0,16.0,16.0
2008,Journal of Clinical Oncology,0.0,0.0,0.0
2008,BMJ,7.5,5.5,5.5
2008,The Diabetes Educator,16.5,10.0,10.0
2008,International Wound Journal,1.0,0.0,0.0
2008,Neurology,5.5,4.5,4.5
2008,Annals of the New York Academy of Sciences,18.0,12.0,11.5
2008,Diabetes & Metabolism,15.0,10.0,10.0
2008,Journal of Diabetes and its Complications,5.0,5.0,5.0
2008,Journal of Clinical Biochemistry and Nutrition,4.0,4.0,4.0
2008,Toxicology and Applied Pharmacology,14.0,12.0,12.0
2008,Hepatology,6.0,6.0,6.0
2008,Health Expectations,2.0,1.0,1.0
2008,Annals of Surgery,8.0,7.0,7.0
2008,Diabetes and Vascular Disease Research,7.0,6.0,6.0
2008,American Journal of Epidemiology,10.0,8.5,8.5
2008,PubMed,8.2727,7.1818,7.0303
2008,Journal of Internal Medicine,5.0,3.0,3.0
2008,Ophthalmology,2.0,1.0,0.6667
2008,Journal of the American Society of Nephrology,4.75,3.75,3.6875
2008,Pediatric Diabetes,14.5,13.5,13.3333
2008,The Journal of Pediatrics,2.0,1.0,0.75
2008,International Journal of Cancer,10.0,10.0,10.0
2008,Archives of Internal Medicine,9.3333,7.6667,7.6667
2008,Digital Signal Processing,0.0,0.0,0.0
2008,Nature Medicine,3.0,3.0,3.0
2008,American Journal of Kidney Diseases,0.0,0.0,0.0
2008,PEDIATRICS,6.0,5.0,5.0
2008,Cochrane Database of Systematic Reviews,8.0,5.0,5.0
2008,Journal of Pineal Research,0.0,0.0,0.0
2008,Hypertension,1.0,0.5,0.5
2008,Journal of Alzheimer s Disease,1.5,1.0,1.0
2008,Journal of Medical Internet Research,1.0,0.0,0.0
2008,American Journal of Clinical Nutrition,4.75,3.75,3.75
2008,Journal of the American Dietetic Association,4.0,3.0,3.0
2008,Indian Journal of Clinical Biochemistry,0.0,0.0,0.0
2008,Clinical Journal of the American Society of Nephrology,3.5,2.0,2.0
2008,Clinical Gastroenterology and Hepatology,8.0,7.0,7.0
2008,Physiological Genomics,1.0,0.0,0.0
2008,Archives of Neurology,10.0,6.5,6.5
2008,Medical Care Research and Review,7.0,5.0,4.5
2008,Journal of the American College of Cardiology,16.5,15.5,15.25
2008,Neurogastroenterology & Motility,1.0,1.0,1.0
2008,The Journal of Nutritional Biochemistry,31.0,28.0,28.0
2008,Journal of Bone and Mineral Research,5.0,3.0,3.0
2008,Antioxidants and Redox Signaling,14.5,11.5,11.5
2008,Patient Education and Counseling,3.0,3.0,2.5
2008,Obstetrics and Gynecology Clinics of North America,30.0,26.0,26.0
2008,Osteoporosis International,8.0,7.0,7.0
2008,International Journal of Clinical Practice,7.0,5.75,5.625
2008,Environmental Health Perspectives,1.0,1.0,1.0
2008,Nature Clinical Practice Endocrinology &#38 Metabolism,10.0,9.0,9.0
2008,BMC Public Health,3.0,1.0,1.0
2008,Medical Mycology,0.0,0.0,0.0
2008,Schizophrenia Research,3.0,3.0,3.0
2008,Clinical & Experimental Immunology,11.0,8.0,8.0
2008,Clinical Science,11.0,9.0,9.0
2008,Circulation Research,1.0,1.0,1.0
2008,Epidemiologic Reviews,9.0,7.0,7.0
2008,Archives of Biochemistry and Biophysics,8.0,6.0,6.0
2008,Diabetes/Metabolism Research and Reviews,12.0,11.0,11.0
2008,Endocrine Practice,7.0,5.0,5.0
2008,Journal of Consulting and Clinical Psychology,8.0,7.0,6.5
2008,Journal of Psychosomatic Research,5.0,4.0,4.0
2008,SLEEP,6.0,4.0,4.0
2008,Periodontology 2000,48.0,39.0,39.0
2008,Medical Entomology and Zoology,11.0,6.0,5.6667
2008,Human Molecular Genetics,0.0,0.0,0.0
2008,Seminars in Immunology,4.0,4.0,4.0
2008,Clinical Nutrition,7.0,6.0,6.0
2008,Cancer Epidemiology Biomarkers & Prevention,3.5,3.0,3.0
2008,Cell,5.0,5.0,4.75
2008,PLoS Medicine,10.0,9.0,8.5
2008,Canadian Medical Association Journal,10.5,10.0,10.0
2008,Innovative Food Science & Emerging Technologies,4.0,4.0,4.0
2008,Molecular Nutrition & Food Research,2.0,0.0,0.0
2008,Cell Metabolism,2.0,1.0,1.0
2008,Current Medical Research and Opinion,12.0,10.0,10.0
2008,Postgraduate Medical Journal,10.0,9.0,9.0
2008,Human Reproduction,9.0,8.0,7.5
2008,Archives of General Psychiatry,6.0,4.0,4.0
2008,Pharmacological Research,3.0,2.0,1.5
2008,Journal of Biological Chemistry,4.0,4.0,4.0
2008,Journal of Advanced Nursing,4.0,2.0,2.0
2008,Clinical Anatomy,3.0,2.0,2.0
2008,The Journal of the American Dental Association,7.0,6.0,6.0
2008,Nature reviews. Immunology,11.0,9.0,8.5
2008,Essays in Biochemistry,6.0,5.0,5.0
2008,The Journal of Physiology,9.0,7.0,6.75
2008,Journal of Developmental & Behavioral Pediatrics,4.0,3.0,3.0
2008,Nature Reviews Genetics,6.0,5.0,5.0
2008,Gastroenterology,7.0,7.0,7.0
2008,Expert Systems with Applications,0.0,0.0,0.0
2008,Journal of General Internal Medicine,9.0,6.0,6.0
2009,Journal of Diabetes,9.0,6.0,6.0
2009,Reviews in Endocrine and Metabolic Disorders,20.0,14.0,14.0
2009,Diabetes Care,9.5596,7.7523,7.6804
2009,Journal of Lipid Research,10.0,10.0,9.5
2009,Journal of Nutrition,0.5,0.0,0.0
2009,New England Journal of Medicine,6.5,5.0556,5.0556
2009,Diabetologia,6.7,5.6,5.575
2009,Biochimica et Biophysica Acta (BBA) - General Subjects,9.0,7.0,7.0
2009,Diabetic Medicine,8.2353,6.7647,6.7353
2009,Calcified Tissue International,3.0,3.0,3.0
2009,Physical Therapy,26.0,23.5,23.25
2009,Endocrine Reviews,19.875,14.75,14.6875
2009,Nature,4.3333,3.6667,3.625
2009,Journal of General Internal Medicine,8.0,7.5,7.25
2009,Clinical Diabetes,22.0,13.0,13.0
2009,Circulation,10.6667,8.5,8.4444
2009,PEDIATRICS,6.5,5.0,4.875
2009,Clinical Obstetrics & Gynecology,10.0,7.0,7.0
2009,Diabetes,5.7308,4.8077,4.8077
2009,Stroke,10.0,6.0,6.0
2009,The American Journal of Cardiology,20.5,17.5,17.5
2009,Journal of Clinical Investigation,6.3333,5.0,5.0
2009,The Lancet,7.7692,6.6154,6.5385
2009,Nature Genetics,2.0,1.75,1.75
2009,The Journal of Clinical Endocrinology & Metabolism,7.0,6.3333,6.2778
2009,Science,4.0,3.75,3.75
2009,Brain Research Reviews,18.0,16.0,16.0
2009,Journal of Diabetes Research,2.0,2.0,2.0
2009,The American Journal of Medicine,12.0,10.25,10.25
2009,European Journal of Pharmacology,12.0,10.0,10.0
2009,Bioresource Technology,1.0,1.0,1.0
2009,Nature Reviews Molecular Cell Biology,14.5,10.0,10.0
2009,Brazilian Journal of Medical and Biological Research,2.0,1.0,1.0
2009,Advances in experimental medicine and biology,23.0,22.0,22.0
2009,Diabetes Obesity and Metabolism,8.0,7.0,6.75
2009,Journal of Diabetes and its Complications,8.0,6.0,6.0
2009,Chemical Reviews,0.0,0.0,0.0
2009,Journal of the American Society of Nephrology,5.5,3.75,3.75
2009,JAMA,9.1333,7.9333,7.9167
2009,Current Opinion in Immunology,9.0,7.0,6.75
2009,Trends in Molecular Medicine,1.0,0.0,0.0
2009,Proceedings of the National Academy of Sciences,5.25,5.25,5.25
2009,Journal of Behavioral Medicine,7.0,6.0,6.0
2009,European Heart Journal,4.0,2.5,2.5
2009,Endocrinology,0.0,0.0,0.0
2009,Journal of Hepatology,5.0,4.0,3.1667
2009,The Diabetes Educator,11.5,8.25,8.125
2009,Gastroenterology,7.5,7.0,6.8334
2009,International Wound Journal,1.0,0.0,0.0
2009,Neurology,0.0,0.0,0.0
2009,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,16.0,15.0,15.0
2009,European Respiratory Journal,0.0,0.0,0.0
2009,Journal of Diabetes Science and Technology,3.5,2.5,2.5
2009,American Journal of Clinical Nutrition,6.0,5.0,4.8333
2009,Journal of Clinical Biochemistry and Nutrition,4.0,2.0,2.0
2009,Diabetes and Vascular Disease Research,7.0,5.0,5.0
2009,Obesity Reviews,4.0,3.0,3.0
2009,American Journal of Epidemiology,10.5,9.0,9.0
2009,Yearbook of Endocrinology,6.0,6.0,6.0
2009,PubMed,9.5556,7.7778,7.7222
2009,Journal of Internal Medicine,5.0,5.0,5.0
2009,Ophthalmology,2.0,2.0,2.0
2009,Pediatric Diabetes,15.0,12.5,12.5
2009,Annals of Internal Medicine,8.0,5.8333,5.7361
2009,Critical Care Medicine,2.0,1.0,1.0
2009,The Journal of Pediatrics,1.0,0.0,0.0
2009,International Journal of Cancer,13.0,10.0,10.0
2009,Unknown,7.0,5.0,5.0
2009,British Journal Of Nutrition,4.0,3.0,3.0
2009,Clinical and Translational Science,3.0,3.0,3.0
2009,Archives of Neurology,6.0,5.0,5.0
2009,Archives of Internal Medicine,9.4,7.0,7.0
2009,Journal of Bone and Mineral Research,8.5,6.5,6.3334
2009,BioEssays,6.0,5.0,5.0
2009,American Journal of Kidney Diseases,0.0,0.0,0.0
2009,The Lancet Neurology,19.0,15.0,15.0
2009,Journal of the American Dietetic Association,13.0,13.0,12.6667
2009,Nature Clinical Practice Endocrinology &#38 Metabolism,18.3333,14.6667,14.6667
2009,Hepatology,0.0,0.0,0.0
2009,Cell Metabolism,9.5,8.0,8.0
2009,Journal of Pineal Research,0.0,0.0,0.0
2009,Journal of the American College of Cardiology,6.0,5.5,5.5
2009,Progress in Lipid Research,8.0,6.0,5.6667
2009,Journal of Medical Internet Research,1.0,0.0,0.0
2009,Heart,7.0,7.0,7.0
2009,Autoimmunity,14.0,11.0,11.0
2009,Pediatrics in Review,4.0,3.0,3.0
2009,Diabetes Research and Clinical Practice,7.0,5.5,5.5
2009,Pharmacological Reviews,14.0,12.0,11.0
2009,Diabetes/Metabolism Research and Reviews,8.0,8.0,8.0
2009,Journal of the American College of Surgeons,1.0,0.0,0.0
2009,Indian Journal of Clinical Biochemistry,0.0,0.0,0.0
2009,Vascular Health and Risk Management,11.5,9.0,9.0
2009,Journal of Periodontology,10.0,7.0,7.0
2009,Journal of Endocrinology,3.0,1.0,1.0
2009,PLoS Medicine,7.0,6.0,6.0
2009,American Journal of Preventive Medicine,7.0,5.0,5.0
2009,Canadian Medical Association Journal,11.0,10.0,10.0
2009,Liver International,2.0,2.0,2.0
2009,Metabolism,1.0,1.0,1.0
2009,Medical Care Research and Review,8.0,4.0,3.8333
2009,Neurogastroenterology & Motility,2.0,2.0,2.0
2009,Antioxidants and Redox Signaling,14.5,11.0,11.0
2009,BMJ,7.4,6.0,6.0
2009,Patient Education and Counseling,3.0,2.0,2.0
2009,Obstetrics and Gynecology Clinics of North America,31.0,25.0,25.0
2009,Biological Trace Element Research,7.0,6.0,6.0
2009,International Journal of Clinical Practice,4.0,3.0,2.5
2009,Oral Diseases,16.0,16.0,16.0
2009,BMC Public Health,3.0,3.0,3.0
2009,Annals of the New York Academy of Sciences,11.0,9.5,9.5
2009,American Journal of Obstetrics and Gynecology,5.0,3.0,2.6667
2009,Journal of Medicinal Chemistry,4.0,4.0,4.0
2009,Clinical & Experimental Immunology,8.0,7.0,6.8334
2009,Clinical Science,11.0,9.0,9.0
2009,Cell and Tissue Research,18.0,17.0,17.0
2009,Circulation Research,1.0,1.0,1.0
2009,The Journal of Physiology,10.0,8.0,8.0
2009,Journal of Proteome Research,0.0,0.0,0.0
2009,Epidemiologic Reviews,9.0,8.0,8.0
2009,The Annals of Family Medicine,5.0,4.0,4.0
2009,Epidemiology,4.0,2.0,2.0
2009,The Journal of the American Dental Association,7.0,7.0,7.0
2009,Thorax,1.0,1.0,1.0
2009,Journal of Consulting and Clinical Psychology,8.0,6.0,6.0
2009,Expert Systems with Applications,1.0,0.0,0.125
2009,Diabetes Spectrum,8.0,7.0,6.75
2009,Clinical Journal of the American Society of Nephrology,6.0,4.0,3.6667
2009,SLEEP,8.0,6.0,6.0
2009,Genome Research,1.0,1.0,1.0
2009,Current Diabetes Reviews,8.0,8.0,8.0
2009,Cochrane Database of Systematic Reviews,27.0,23.0,23.0
2009,Periodontology 2000,48.0,36.0,36.0
2009,Health Technology Assessment,8.0,6.0,6.3333
2009,Human Molecular Genetics,0.0,0.0,0.0
2009,The Lancet Oncology,8.0,5.0,5.0
2009,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,1.0,0.0,0.0
2009,Yearbook of Pediatrics,8.0,7.0,7.0
2009,Cell,5.0,3.0,3.0
2009,Nutrition & Metabolism,6.0,5.0,5.3333
2009,Endocrine,13.0,10.0,10.0
2009,Current Opinion in Endocrinology Diabetes and Obesity,9.0,9.0,9.0
2009,Sports Medicine,21.0,19.0,19.0
2009,Nature Neuroscience,1.0,1.0,1.0
2009,Current Medical Research and Opinion,13.0,12.0,12.0
2009,International Journal of Obesity,3.0,3.0,3.0
2009,The Journal of Experimental Medicine,4.0,3.0,3.0
2009,Human Reproduction,8.0,5.0,4.5
2009,Archives of General Psychiatry,7.0,7.0,7.0
2009,Pharmacological Research,3.0,2.0,2.0
2009,Clinical Anatomy,3.0,1.0,1.0
2009,Nature reviews. Immunology,11.0,7.0,7.0
2009,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,13.3333,11.3333,11.3333
2009,Molecular and Cellular Endocrinology,9.0,9.0,9.0
2009,Clinics in Geriatric Medicine,6.0,4.0,4.0
2009,Autoimmunity Reviews,6.0,4.0,4.0
2009,Journal of Inorganic Biochemistry,0.0,0.0,0.0
2009,Nature Reviews Genetics,7.0,6.0,6.0
2009,Archives of Disease in Childhood,7.0,5.0,5.0
2009,CHEST Journal,12.0,9.0,8.6667
2010,Journal of Diabetes,9.5,7.0,6.8333
2010,Reviews in Endocrine and Metabolic Disorders,24.0,18.0,17.5
2010,Diabetes Care,9.6024,8.0964,8.0361
2010,Journal of Lipid Research,10.0,6.0,6.0
2010,Diabetes Research and Clinical Practice,8.6667,8.0,7.7222
2010,New England Journal of Medicine,8.25,6.4,6.4333
2010,Diabetologia,7.9545,6.7273,6.6818
2010,Biochimica et Biophysica Acta (BBA) - General Subjects,10.0,10.0,10.0
2010,The Lancet,9.6667,7.8889,7.8657
2010,The Annals of Family Medicine,7.0,5.0,5.0
2010,Calcified Tissue International,4.0,4.0,4.0
2010,The Journal of Sexual Medicine,17.0,13.0,13.3333
2010,Physical Therapy,27.0,25.0,24.75
2010,Journal of Periodontology,7.0,4.0,4.0
2010,Endocrine Reviews,17.6667,14.6667,14.5278
2010,JAMA,10.2308,8.3846,8.3077
2010,AIDS,4.0,3.0,3.0
2010,Journal of General Internal Medicine,7.0,7.0,7.0
2010,Journal of Diabetes and its Complications,10.0,10.0,9.75
2010,Nature Medicine,0.0,0.0,0.0
2010,Clinical Diabetes,23.0,21.0,20.6667
2010,PEDIATRICS,7.3333,6.6667,6.6667
2010,Diabetes,9.1,7.5,7.5
2010,Arteriosclerosis Thrombosis and Vascular Biology,0.0,0.0,0.0
2010,Journal of Clinical Investigation,9.0,6.5,6.5
2010,Annals of Internal Medicine,4.75,4.0,3.875
2010,Diabetic Medicine,7.2857,5.4286,5.4
2010,The Journal of Clinical Endocrinology & Metabolism,10.4286,8.4286,8.2857
2010,Journal of Diabetes Research,2.0,1.0,1.0
2010,European Journal of Pharmacology,12.0,11.0,11.0
2010,The American Journal of Medicine,13.2,10.2,9.9
2010,PubMed,9.25,7.25,7.25
2010,Nature Reviews Molecular Cell Biology,15.0,11.0,11.0
2010,Nature Genetics,6.0,5.0,5.0
2010,Advances in experimental medicine and biology,24.0,17.0,17.0
2010,Endocrine Related Cancer,23.0,22.0,22.0
2010,Chemical Reviews,0.0,0.0,0.0
2010,Journal of the American Society of Nephrology,6.4,5.2,5.2
2010,Current Opinion in Immunology,9.0,7.0,6.5
2010,Circulation,12.4286,10.2857,10.2143
2010,Nature,5.0,4.0,4.0
2010,World Journal of Gastroenterology,12.0,10.0,8.0
2010,European Heart Journal,4.5,3.0,3.0
2010,Endocrinology,0.0,0.0,0.0
2010,Journal of Hepatology,5.0,5.0,5.0
2010,Nature Reviews Endocrinology,8.0,6.75,6.8333
2010,Gastroenterology,9.0,6.0,6.0
2010,Diabetes Obesity and Metabolism,10.0,6.5,6.5
2010,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,18.0,17.0,16.6667
2010,European Respiratory Journal,0.0,0.0,0.0
2010,Toxicology and Applied Pharmacology,2.0,2.0,1.5
2010,Journal of Diabetes Science and Technology,4.0,3.3333,3.2222
2010,The Diabetes Educator,5.0,4.2,4.1
2010,The Lancet Infectious Diseases,6.0,5.0,4.5
2010,American Journal of Clinical Nutrition,6.0,4.5,4.5
2010,Archives of Internal Medicine,8.8571,6.5714,6.5238
2010,Diabetes/Metabolism Research and Reviews,4.5,4.5,4.3334
2010,Cell Metabolism,11.3333,8.3333,8.1667
2010,Obesity Reviews,5.0,4.0,4.0
2010,Archives of Dermatology,3.0,1.0,1.0
2010,Yearbook of Endocrinology,6.0,4.0,4.0
2010,Critical Care Medicine,2.0,1.0,1.0
2010,Unknown,7.0,7.0,7.0
2010,British Journal Of Nutrition,4.0,3.0,3.0
2010,Clinical and Translational Science,3.0,2.0,2.0
2010,Archives of Neurology,6.0,6.0,6.0
2010,American Journal of Respiratory and Critical Care Medicine,7.0,6.0,6.0
2010,Journal of Bone and Mineral Research,14.0,13.0,13.0
2010,BioEssays,7.0,6.0,6.0
2010,The Lancet Neurology,22.0,17.0,17.0
2010,Journal of Clinical Oncology,2.0,1.0,1.0
2010,Acta Diabetologica,1.0,1.0,1.0
2010,Journal of the American Dietetic Association,14.0,14.0,14.0
2010,International Journal of Gynecology & Obstetrics,9.0,6.0,6.0
2010,Nature Clinical Practice Endocrinology &#38 Metabolism,20.3333,17.3333,17.2222
2010,Hepatology,0.0,0.0,0.0
2010,Journal of the American College of Cardiology,7.0,3.5,3.5
2010,Progress in Lipid Research,8.0,7.0,7.0
2010,Heart,7.0,5.0,5.0
2010,Autoimmunity,14.0,11.0,11.0
2010,Pediatrics in Review,4.0,3.0,3.0
2010,Pharmacological Reviews,22.0,18.0,16.6667
2010,Proceedings of the National Academy of Sciences,3.3333,2.6667,2.6667
2010,Obstetrics and Gynecology,4.0,3.0,3.0
2010,Pediatric Diabetes,15.4,11.6,11.5
2010,Journal of the American College of Surgeons,2.0,1.0,0.5
2010,Journal of Alzheimer s Disease,2.0,2.0,2.0
2010,Vascular Health and Risk Management,12.0,9.5,9.5
2010,Journal of Endocrinology,14.5,11.0,10.5833
2010,PLoS Medicine,5.0,5.0,5.0
2010,American Journal of Preventive Medicine,9.0,7.5,7.25
2010,Canadian Medical Association Journal,12.5,11.5,11.5
2010,Liver International,2.0,1.0,1.0
2010,Metabolism,1.0,1.0,1.0
2010,European Psychiatry,7.0,6.0,6.0
2010,Cochrane Database of Systematic Reviews,19.5,14.5,14.5
2010,Neurology,1.0,0.0,0.3333
2010,IEEE Reviews in Biomedical Engineering,10.0,6.0,5.1667
2010,Biological Trace Element Research,7.0,3.0,2.6667
2010,Oral Diseases,16.0,15.0,15.0
2010,Journal of Nutrition,2.0,2.0,2.0
2010,Annals of the New York Academy of Sciences,12.0,11.0,11.0
2010,American Journal of Obstetrics and Gynecology,7.0,5.0,4.1667
2010,Biological Psychiatry,8.0,6.0,6.0
2010,Journal of Medicinal Chemistry,5.0,5.0,5.0
2010,Antioxidants and Redox Signaling,21.0,16.0,16.0
2010,Cell and Tissue Research,20.0,14.0,14.0
2010,BMJ,8.8,7.6,7.6
2010,The Journal of Physiology,10.0,8.0,7.6667
2010,Journal of Proteome Research,0.5,0.5,0.5
2010,Clinical & Experimental Immunology,6.0,6.0,6.0
2010,Frontiers in bioscience,14.0,11.0,11.0
2010,Epidemiology,6.0,5.0,5.0
2010,The Journal of the American Dental Association,7.0,4.0,4.0
2010,Autoimmunity Reviews,7.0,6.0,5.75
2010,Expert Systems with Applications,2.0,1.0,1.0
2010,Diabetes Spectrum,9.0,7.0,6.5
2010,Current Diabetes Reviews,10.5,7.0,7.0
2010,Genome Research,4.0,2.0,2.0
2010,Journal of Epidemiology & Community Health,3.0,3.0,3.0
2010,Nature Reviews Drug Discovery,12.0,7.5,7.4166
2010,Health Technology Assessment,8.0,5.0,5.0
2010,Journal of Behavioral Medicine,2.0,1.0,1.0
2010,Hypertension,1.0,1.0,0.5
2010,The Lancet Oncology,10.0,8.0,8.0
2010,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,1.0,0.0,0.0
2010,Yearbook of Pediatrics,8.0,7.0,7.0
2010,Physiology,17.0,16.0,16.0
2010,Nutrition & Metabolism,6.0,5.0,4.5
2010,The Journal of Nutritional Biochemistry,15.0,11.0,11.0
2010,Endocrine,16.0,14.0,14.0
2010,Osteoporosis International,2.0,1.0,1.0
2010,Islets,7.0,5.0,5.0
2010,The American Journal of Gastroenterology,4.0,3.0,3.0
2010,Human Mutation,10.0,6.0,5.75
2010,Science,4.5,3.5,3.5
2010,Current Opinion in Endocrinology Diabetes and Obesity,10.0,7.0,6.5
2010,APOPTOSIS,12.0,8.5,8.5
2010,Sports Medicine,21.0,12.0,11.5
2010,Nature Neuroscience,1.0,1.0,1.0
2010,Diabetes Technology & Therapeutics,5.0,3.0,2.75
2010,Endocrine Practice,5.0,5.0,5.0
2010,International Journal of Obesity,4.0,3.0,3.0
2010,The Journal of Experimental Medicine,4.0,3.0,3.0
2010,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,14.6667,12.0,12.0
2010,Pharmacological Reports,2.0,1.0,1.0
2010,American Journal of Tropical Medicine and Hygiene,4.0,3.0,3.0
2010,Journal of Bone and Joint Surgery,3.0,2.0,2.0
2010,JNCI Journal of the National Cancer Institute,1.0,0.0,0.0
2010,Molecular and Cellular Endocrinology,13.0,9.0,9.0
2010,Clinics in Geriatric Medicine,12.0,11.0,11.0
2010,Kidney International,7.0,6.0,6.0
2010,Journal of Inorganic Biochemistry,0.0,0.0,0.0
2010,American Journal of Psychiatry,3.0,3.0,3.0
2010,Archives of Disease in Childhood,7.0,6.0,6.0
2010,CHEST Journal,12.0,9.0,8.6667
2011,Diabetes Care,9.7368,7.7895,7.7101
2011,Diabetes Research and Clinical Practice,8.2857,7.1429,6.9405
2011,International Journal of Cancer,15.0,12.0,12.0
2011,Cochrane Database of Systematic Reviews,13.25,11.75,11.75
2011,The Lancet,12.4,10.0,10.0
2011,The Annals of Family Medicine,9.0,7.0,7.0
2011,The Journal of Sexual Medicine,17.0,12.0,11.5
2011,New England Journal of Medicine,8.7778,7.3889,7.4074
2011,JAMA,13.6667,10.8333,10.7917
2011,Journal of Periodontology,4.0,3.0,2.5
2011,Nature Reviews Molecular Cell Biology,0.0,0.0,0.0
2011,AIDS,5.0,4.0,4.0
2011,The Review of Diabetic Studies,4.0,3.0,3.0
2011,Journal of Diabetes and its Complications,13.0,10.0,10.0
2011,Nature Medicine,0.0,0.0,0.0
2011,Journal of the American College of Cardiology,13.5,11.5,11.5
2011,Current Microbiology,5.0,3.0,3.0
2011,Arteriosclerosis Thrombosis and Vascular Biology,0.0,0.0,0.0
2011,PLoS ONE,5.0,4.0,3.875
2011,Journal of Diabetes Investigation,16.0,13.0,12.6667
2011,Annals of Internal Medicine,6.0,4.5,4.5
2011,Canadian Medical Association Journal,8.0,8.0,8.0
2011,Environmental Health Perspectives,2.0,2.0,2.0
2011,The American Journal of Medicine,11.1429,8.8571,8.8571
2011,Archives of Internal Medicine,15.7778,13.0,13.0
2011,PubMed,6.5,5.5,5.5
2011,Diabetologia,8.85,7.25,7.175
2011,Diabetic Medicine,5.8333,4.6667,4.6111
2011,Endocrine Related Cancer,24.0,20.0,19.5
2011,Trends in Molecular Medicine,0.0,0.0,0.0
2011,Circulation,7.8571,6.2857,6.2857
2011,IEEE Transactions on Information Technology in Biomedicine,5.0,4.0,4.0
2011,Mechanisms of Ageing and Development,13.0,9.0,9.0
2011,Nature Immunology,3.5,2.5,2.5
2011,Free Radical Biology and Medicine,10.0,8.0,7.8334
2011,Nature Genetics,10.8,9.2,9.2
2011,Obstetrics and Gynecology,4.5,3.5,3.5
2011,Endocrinology and Metabolism Clinics of North America,22.5,18.5,18.5
2011,World Journal of Gastroenterology,12.0,9.0,8.5
2011,Obesity,3.0,3.0,3.0
